,Title,Published_date,Views,Favorite,Comments,Month
1655,PowerBI Azure Tutorial For Beginners | Power BI Integration with Azure | Edureka | Power BI Rewind 4,29-09-2021,1890,0,1,Sep
1656,Power BI Desktop Tutorial | Power BI Desktop Tutorial For Beginners | Edureka | Power BI Rewind - 3,28-09-2021,1980,0,2,Sep
1657,What is Azure? | Azure Tutorial For Beginners | Learn Azure | Microsoft Azure Training | Edureka,28-09-2021,5462,0,1,Sep
1658,Power BI Report Builder | Create Paginated Reports in Power BI | Edureka | Power BI Rewind - 2,28-09-2021,2335,0,1,Sep
1659,What is Power BI? | Power BI Tutorial | Edureka | Power BI Rewind - 1,28-09-2021,2119,0,4,Sep
1660,Build a Slicer Panel in Power BI | How To Create Slicers In Power BI | Edureka | Power BI Live - 1,28-09-2021,1434,0,2,Sep
1661,Azure Administrator Associate Certification  | AZ 104 Certification | Learn Azure Training | Edureka,28-09-2021,2534,0,3,Sep
1662,Salesforce App Builder Tutorial | Salesforce Certification | Edureka | Salesforce Rewind - 4,28-09-2021,1126,0,1,Sep
1663,Salesforce Integration Tutorial | Integrate Salesforce with Apps | Edureka | Salesforce Rewind - 3,28-09-2021,1520,0,1,Sep
1664,Salesforce Apex Tutorial for Beginners | Apex Salesforce Tutorial | Edureka | Salesforce Rewind - 5,28-09-2021,1983,0,1,Sep
1665,Triggers in Salesforce | Salesforce Apex Triggers | Edureka | Salesforce Rewind - 2,27-09-2021,1404,0,2,Sep
1666,Security in Salesforce | Security Levels in Salesforce | Edureka | Salesforce Rewind - 1,27-09-2021,1959,0,1,Sep
1667,Create Custom App in Salesforce | Salesforce Training | Edureka | Salesforce Live - 1,27-09-2021,3493,0,1,Sep
1668,Image Classification using CNN | Machine Learning Project 9 | Edureka | DL Rewind - 5,27-09-2021,4115,0,5,Sep
1669,Cancer Detection Using Deep Learning | Deep Learning Projects | Edureka | DL Rewind - 4,26-09-2021,4859,0,8,Sep
1670,Recurrent Neural Networks RNN | RNN LSTM | Tensorflow Tutorial | Edureka | DL Rewind - 3,26-09-2021,2099,0,2,Sep
1671,Puppet Full Course | Learn Puppet Training | Puppet Tutorial for Beginners | Learn Devops  | Edureka,26-09-2021,6636,0,2,Sep
1672,Configuration Management Using Puppet | Puppet Tutorial  | DevOps Training | DevOps Rewind - 5,26-09-2021,1964,0,1,Sep
1673,DevOps as a Service Tutorial | What Is DevOps | DevOps Training | Edureka | DevOps Rewind - 3,25-09-2021,4395,0,3,Sep
1674,Docker Tutorial for Beginners | Docker Container | What is Docker? | Edureka | DevOps Rewind -3,25-09-2021,4853,0,4,Sep
1675,Angular Authentication Tutorial | Angular Authentication and Authorization | Edureka,25-09-2021,7791,0,4,Sep
1676,DevOps Release Management Tutorial | DevOps Tutorial | DevOps Training | Edureka | DevOps Rewind - 2,25-09-2021,4646,0,3,Sep
1677,Kubernetes Tutorial | Learn Kubernetes from Scratch in 30 Minutes | Edureka | DevOps Rewind - 1,25-09-2021,3803,0,1,Sep
1678,Data Cleaning in Machine Learning | Machine Learning Tutorial | | Edureka | ML Rewind - 5,25-09-2021,2283,0,1,Sep
1679,Data Exploration Vizualisation | Machine Learning Tutorial | | Edureka | ML Rewind - 4,24-09-2021,1956,0,1,Sep
1680,Python for Machine Learning |  Data Exploration - Visualization | Edureka | ML Rewind - 3,24-09-2021,4039,0,1,Sep
1681,MySQL vs MongoDB | Difference between MySQL and MongoDB | Learn MySQL | Learn MondoDB  | Edureka,24-09-2021,3470,0,2,Sep
1682,K-Means Clustering Model Using Python | Data Science Algorithms | Edureka | ML Rewind -2,24-09-2021,3571,0,4,Sep
1683,Microsoft Azure Fundamentals Certification - AZ-900 | Learn Azure Certification Training | Edureka,24-09-2021,2817,0,3,Sep
1684,Apriori Algorithm Tutorial For Beginners | Association Rule Mining | Edureka | ML Rewind - 1,24-09-2021,1936,0,1,Sep
1685,Machine Learning with Scikit Learn Decoded | Python For Machine Learning | Edureka | ML Live - 1,24-09-2021,2648,0,3,Sep
1686,How to create EC2 Instance in AWS | AWS EC2 Tutorial | AWS Tutorial | Edureka | AWS Rewind - 4,23-09-2021,2583,0,1,Sep
1687,Introduction to AWS  | AWS Training |  Edureka | AWS Rewind - 2,23-09-2021,2381,0,1,Sep
1688,Dangers of AI | How Dangerous is Artificial Intelligence | Learn AI | AI Training | Edureka,23-09-2021,1930,0,1,Sep
1689,AWS S3 Tutorial for beginners | AWS S3 | AWS S3 Tutorial | AWS Training | Edureka | AWS Rewind - 2,23-09-2021,3945,0,1,Sep
1690,AWS CloudTrail vs Amazon CloudWatch | AWS Monitoring Service  | Edureka | AWS Rewind - 1,23-09-2021,2340,0,1,Sep
1691,AWS Tutorial For Beginners in 60 minutes | AWS Training | Edureka | AWS Live - 1,23-09-2021,4418,0,3,Sep
1692,Climate Change Prediction using Time Series | Python Projects | Edureka | Deep Learning Rewind - 5,23-09-2021,2391,0,3,Sep
1693,AI Tutorial For Beginners | AI Training | Edureka | Deep Learning Rewind - 4,22-09-2021,2724,0,3,Sep
1694,Exploratory Data Analysis EDA Using Python | Python Training | Edureka | DL Rewind - 3,22-09-2021,3304,0,8,Sep
1695,Angular Services Tutorial | Learn Angular Dependency Injection |  Edureka,22-09-2021,2192,0,1,Sep
1696,Deep Learning Tutorial For Beginners | AI Training | Edureka | DL Rewind - 2,22-09-2021,4535,0,2,Sep
1697,Terraform Vs Ansible | Difference between Ansible and Terraform | DevOps Training | Edureka,22-09-2021,3086,0,5,Sep
1698,What is Deep Learning? | Deep Learning Tutorial For Beginners | Edureka | Deep Learning Rewind - 1,22-09-2021,1813,0,1,Sep
1699,Introduction to Long Short-Term Memory Networks | What Is LSTM | Edureka | DL Live -1,22-09-2021,2148,0,2,Sep
1700,Power BI Crash Course | How to use Power BI  | Edureka | Power BI Rewind - 5,22-09-2021,2789,0,1,Sep
1701,Design and Publish Dashboards in Power BI | Power BI Dashboard Tutorial | Edureka |Big Data Rewind 4,21-09-2021,1900,0,1,Sep
1702,Power BI - Azure | Power BI Integration with Azure | Edureka | Power BI Rewind - 3,21-09-2021,1845,0,1,Sep
1703,Tips to make Impactful & Interactive Power BI Reports | Edureka | Power BI Rewind - 2,21-09-2021,2273,0,2,Sep
1704,Power BI Report Builder | Create Paginated Reports in Power BI | Edureka | Power BI Rewind - 1,21-09-2021,6161,0,1,Sep
1705,PowerBI Charts Explained in 60 Minutes | Data Visualization using Power BI | Edureka | Power BI Live,21-09-2021,7413,0,3,Sep
1706,Build CRUD REST API using Node.js | Node.js Training | Edureka | Web Dev Rewind - 4,20-09-2021,2413,0,7,Sep
1707,Real time Chat Application Using Node js & Socket IO | Node.js Training | Edureka | Web Dev Rewind-5,20-09-2021,2675,0,1,Sep
1708,Build a MERN Stack App from Scratch | Web Development Training | Edureka | Web Dev Rewind -  3,20-09-2021,2612,0,3,Sep
1709,What is Process Builder in Salesforce | Process Builder Salesforce | Salesforce Training | Edureka,20-09-2021,14790,0,17,Sep
1710,How to become a web developer| Web Development Career in 2021 | Edureka | Web Dev Rewind - 2,20-09-2021,2973,0,2,Sep
1711,Web Developer vs Web Designer |Web Developer and Designer differences | Edureka | Web Dev Rewind - 1,20-09-2021,1767,0,1,Sep
1712,How much HTML/CSS a Python Developers must know? | HTML CSS Tutorial | Edureka | Web Dev Live,20-09-2021,4161,0,1,Sep
1713,DevOps Engineer day to day Activities | DevOps Engineer Responsibilities | Edureka | DevOps Rewind-5,20-09-2021,7081,0,4,Sep
1714,Continuous Monitoring with Grafana | Grafana Tutorial | DevOps Training | Edureka | DevOps Rewind- 4,19-09-2021,2398,0,1,Sep
1715,Maven Tutorial For Beginners | Introduction to Maven | DevOps Training | Edureka | DevOps Rewind - 3,19-09-2021,2651,0,1,Sep
1716,Ansible Full Course | Ansible Training | Learn Ansible for Beginners | Edureka,19-09-2021,58642,0,22,Sep
1717,AWS Solutions Architect Certification | AWS Certification | Edureka | AWS Rewind - 5,19-09-2021,2288,0,2,Sep
1718,Which AWS Certification Should You Choose? | AWS Certifications | Edureka | AWS Rewind - 4,18-09-2021,3275,0,1,Sep
1719,How to create EC2 Instance in AWS | AWS EC2 Tutorial | AWS Tutorial | Edureka | AWS Rewind - 3,18-09-2021,3575,0,1,Sep
1720,How to become Data Scientist | Data Scientist Roadmap | Data Science Training  | Edureka,18-09-2021,9676,0,3,Sep
1721,Introduction to AWS  | AWS Training |  Edureka | AWS Rewind - 2,18-09-2021,5494,0,1,Sep
1722,How to install Angular CLI in Windows 10 | Angular CLI Creation and Deploying App | Edureka,18-09-2021,12671,0,21,Sep
1723,AWS S3 Tutorial for beginners | AWS S3 | AWS S3 Tutorial | AWS Training | Edureka | AWS Rewind - 1,18-09-2021,4396,0,3,Sep
1724,Keras Tutorial For Beginners | Deep Learning Models Using Keras | Edureka | Deep Learning Rewind - 5,18-09-2021,1659,0,1,Sep
1725,Recurrent Neural Networks RNN | Tensorflow Tutorial | Edureka | Deep Learning Rewind - 4,17-09-2021,2034,0,2,Sep
1726,AI Tutorial For Beginners | AI Training | Edureka | Deep Learning Rewind - 3,17-09-2021,2860,0,2,Sep
1727,PyTorch Tutorial For Beginners | Image Classifier Using PyTorch | Edureka | Deep Learning Rewind - 2,17-09-2021,2304,0,1,Sep
1728,Emotion Detection using OpenCV & Python | Real time Emotion Detection | Deep Learning | Edureka,17-09-2021,35359,0,9,Sep
1729,AI Programming with Python | Python for Artificial Intelligence | Edureka | DL Rewind-1,17-09-2021,6026,0,1,Sep
1730,Creating Chatbots Using TensorFlow | Chatbot Tutorial | Edureka | Deep Learning Live - 1,17-09-2021,6326,0,5,Sep
1731,Puppet Tutorial For Beginners | Puppet Configuration Management | Edureka | DevOps Rewind - 2,16-09-2021,3215,0,1,Sep
1732,How to Become a DevOps Engineer? | DevOps Engineer Responsibilities | Edureka | DevOps Rewind - 1,16-09-2021,5789,0,3,Sep
1733,DevOps Crash Course For Beginners | What is DevOps | Edureka | DevOps Live-1,16-09-2021,5448,0,5,Sep
1734,Roadmap to Become AWS Cloud Practitioner | Cloud Computing Careers | Edureka | AWS Rewind- 5,16-09-2021,2568,0,3,Sep
1735,Amazon Honeycode | Build An Application Without Coding | AWS Training | Edureka | AWS Rewind - 4,15-09-2021,2666,0,4,Sep
1736,AWS Devops for Beginners | AWS DevOps Training | AWS DevOps Integration | Edureka | AWS Rewind - 3,15-09-2021,9055,0,1,Sep
1737,What does a Business Analyst do | Who is a Business Analyst | Business Analyst | Edureka,15-09-2021,8533,0,6,Sep
1738,AWS Networking Fundamentals | AWS VPC | AWS Networking Services | Edureka | AWS Rewind - 2,15-09-2021,4103,0,2,Sep
1739,Salesforce Career Path | Salesforce Career Opportunities | Salesforce Training | Edureka,15-09-2021,13652,0,3,Sep
1740,CloudOps vs DevOps : Which One Should You Use | What Is CloudOps | Edureka | AWS Rewind -1,15-09-2021,2550,0,2,Sep
1741,AWS Lambda tutorial for Beginners | Lambda Function in AWS | AWS Training | Edureka | AWS Live - 1,15-09-2021,5540,0,1,Sep
1742,Mathematics for ML | Edureka | ML Rewind - 5,15-09-2021,2885,0,3,Sep
1743,Deploy Machine Learning Model using Amazon SageMaker | Edureka | ML Rewind - 4,14-09-2021,1436,0,3,Sep
1744,Clustering Algorithms | Data Science Algorithms | Edureka | ML Rewind - 3,14-09-2021,1874,0,2,Sep
1745,Angular Pipe Tutorial | Angular Pipes | Angular Tutorial for Beginners | Edureka,14-09-2021,3969,0,1,Sep
1746,Introduction to Long Short-Term Memory Networks | What Is LSTM | Edureka | ML Rewind - 2,14-09-2021,3234,0,1,Sep
1747,Support Vector Machine | SVM Tutorial | Edureka | ML Rewind - 1,14-09-2021,1741,0,2,Sep
1748,Get Started with Keras in 60 Miutes | DL Models Using Keras | Edureka | Deep Learning Live - 1,14-09-2021,2487,0,5,Sep
1749,Top 50 TypeScript Interview Q & A | Web Development Training | Edureka | Web Dev Rewind - 5,14-09-2021,1837,0,1,Sep
1750,Java Regular Expressions Tutorial | Regular Expressions in Java | Edureka | Java Rewind - 4,13-09-2021,1040,0,2,Sep
1751,Object Oriented Programming in Java | Java OOPs Concepts | Edureka | Web Dev Rewind - 3,13-09-2021,2403,0,1,Sep
1752,React Router Tutorial | React DOM Tutorial | ReactJS Redux Training | Edureka | Web Dev Rewind - 2,13-09-2021,3164,0,3,Sep
1753,Web Development Projects | Web Development Project Idea For Beginners | Edureka | Web Dev Rewind - 1,13-09-2021,7713,0,2,Sep
1754,Learn ReactJS Components Life-Cycle | React Tutorial for Beginners  | Edureka | Web Dev Live - 1,13-09-2021,3453,0,1,Sep
1755,Microsoft Azure Fundamentals Certification (AZ-900) Full Course | Azure Online Training | Edureka,12-09-2021,137561,0,28,Sep
1756,Data Structures & Algorithms in Python | Data Structures in Python | Edureka | Python Rewind- 5,12-09-2021,7614,0,3,Sep
1757,Regular Expressions in Python | Regular Expressions | Python Training | Edureka | Python Rewind - 4,11-09-2021,2619,0,3,Sep
1758,How to use Pandas in Python | Python Pandas Tutorial | Edureka | Python Rewind - 3,11-09-2021,3751,0,3,Sep
1759,Data Science Career Path |  Data Science Roadmap | Data Science | Data Scientist | Edureka,11-09-2021,8894,0,6,Sep
1760,Functions and OOP in Python |  Functions in Python | Edureka | Python Rewind- 2,11-09-2021,2738,0,1,Sep
1761,How to Create Login System using Python | Python Programming Tutorial | Edureka | Python Rewind-1,11-09-2021,5785,0,2,Sep
1762,Pegasus Spyware | What is Pegasus Spyware | Pegasus Explained | Edureka,11-09-2021,5424,0,1,Sep
1763,Salesforce Marketing Cloud Training | Salesforce Training| Edureka | Salesforce | Rewind - 5,11-09-2021,4655,0,5,Sep
1764,What Is Salesforce | Salesforce CRM | Salesforce Training | Edureka | Salesforce |Rewind - 4,10-09-2021,2138,0,1,Sep
1765,How To Become A Salesforce Administrator | Salesforce Training | Edureka | Salesforce Rewind - 3,10-09-2021,2052,0,1,Sep
1766,Reports and Dashboards In salesforce | Salesforce Training | Edureka | Salesforce Rewind - 2,10-09-2021,3557,0,1,Sep
1767,How To Become A Salesforce Developer | Salesforce For Beginners | Edureka | Salesforce Rewind - 1,10-09-2021,2803,0,1,Sep
1768,Salesforce for Beginners | Introduction To Salesforce | Edureka | Salesforce Live - 1,10-09-2021,3714,0,1,Sep
1769,RPA Developer Resume | Build Resume for RPA Developer | RPA Training | Edureka | RPA Rewind - 5,10-09-2021,1155,0,1,Sep
1770,RPA in Various Domains | RPA Use Cases | RPA Applications | RPA Training | Edureka | RPA Rewind - 4,09-09-2021,1632,0,2,Sep
1771,UiPath Selectors Tutorial For Beginners | UiPath Training | Edureka | RPA Rewind - 3,09-09-2021,1284,0,1,Sep
1772,Automation Anywhere Bots Explained | RPA Automation Anywhere | Edureka | RPA Rewind - 2,09-09-2021,3705,0,2,Sep
1773,Web and Excel Automation | UiPath Examples | UiPath Training | Edureka | RPA Rewind - 1,09-09-2021,5963,0,6,Sep
1774,Top UI Path Examples you must practise in 2021 | RPA UiPath Real Life Examples | Edureka | RPA Live,09-09-2021,2326,0,1,Sep
1775,What is Amazon Aurora | Amazon Aurora Tutorial | AWS Database Services |  Edureka | AWS Rewind - 5,09-09-2021,3660,0,1,Sep
1776,How to create EC2 Instance in AWS | AWS EC2 Tutorial | AWS Tutorial | Edureka | AWS Rewind - 4,08-09-2021,3629,0,2,Sep
1777,Introduction to AWS | AWS Training |  Edureka | AWS Rewind - 3,08-09-2021,2635,0,1,Sep
1778,AWS S3 Tutorial for beginners | AWS S3 | AWS S3 Tutorial | AWS Training | Edureka | Cloud Rewind - 2,08-09-2021,6403,0,6,Sep
1779,AWS CloudTrail vs Amazon CloudWatch | AWS Monitoring Service | AWS Training | Edureka | AWS Rewind 2,08-09-2021,4585,0,4,Sep
1780,AWS Machine Learning Explained | AWS Tutorial For Beginners | AWS Services | Edureka | AWS Live,08-09-2021,1604,0,2,Sep
1781,Azure SQL Database Tutorial | Azure SQL Overview | Microsoft Azure Training | Edureka,08-09-2021,15679,0,1,Sep
1782,Climate Change Prediction using Time Series| Python Projects | Edureka | Deep Learning Rewind - 5,08-09-2021,2588,0,5,Sep
1783,AI Tutorial For Beginners |  | AI Training | Edureka | Deep Learning Rewind - 4,07-09-2021,1807,0,2,Sep
1784,Exploratory Data Analysis EDA Using Python | Data Analysis | Edureka | Deep Learning Rewind - 3,07-09-2021,2756,0,1,Sep
1785,Project Manager Career Path | Project Manager Skills | PMP Certification Training | Edureka,07-09-2021,1880,0,2,Sep
1786,Deep Learning Tutorial For Beginners | Deep Learning Models | Edureka | Deep Learning Rewind - 2,07-09-2021,4652,0,4,Sep
1787,What is Deep Learning? | Deep Learning Tutorial For Beginners | Edureka | Deep Learning Rewind - 1,07-09-2021,5216,0,2,Sep
1788,Image Processing Tutorial Using Python | Python OpenCV Tutorial | Edureka | Deep Learning Live - 1,07-09-2021,10758,0,2,Sep
1789,React Redux Tutorial | React Redux Training | Edureka | React Rewind - 5,07-09-2021,1339,0,3,Sep
1790,Top 10 Reasons to Learn React | ReactJS Roadmap for Developers | Edureka | ReactJS Rewind - 4,06-09-2021,1951,0,3,Sep
1791,React Hooks | React Hooks Tutorial | React JS Tutorial | Edureka | ReactJS Rewind - 4,06-09-2021,1124,0,1,Sep
1792,Bootstrap Tutorial For Beginners | Web Development Training | Edureka | Web Dev Rewind - 2,06-09-2021,3009,0,2,Sep
1793,HTML and CSS Tutorial | HTML and CSS | HTML CSS Tutorial for Beginners | Edureka | Web Dev Rewind  1,06-09-2021,5018,0,5,Sep
1794,CSS Transitions Tutorial | Properties of CSS transitions | Edureka | Web Dev Live - 1,06-09-2021,4105,0,1,Sep
1795,Machine Learning Algorithms | Machine Learning Tutorial | ML Training | Edureka | ML Rewind - 1,06-09-2021,4875,0,5,Sep
1796,Naive Bayes Classifier Explained | Naive Bayes Algorithm | Edureka | Machine Learning Rewind - 1,06-09-2021,2501,0,4,Sep
1797,Project Management Full Course | Project Management Training | Edureka,05-09-2021,228624,0,18,Sep
1798,Puppet Tutorial For Beginners | Puppet Configuration Management | Edureka | DevOps Rewind - 2,04-09-2021,4478,0,1,Sep
1799,Kubernetes Monitoring with Prometheus and Grafana | Edureka | Kubernetes Rewind - 5,04-09-2021,6209,0,1,Sep
1800,How to Become a DevOps Engineer? | DevOps Engineer Roadmap | Edureka | DevOps Rewind - 1,04-09-2021,4667,0,5,Sep
1801,Kubernetes Security Best Practices | Kubernetes RBAC | Edureka | Kubernetes Rewind - 4,04-09-2021,3757,0,1,Sep
1802,Machine Learning Roadmap | How to become a Machine Learning Engineer  | ML Engineer | Edureka,04-09-2021,4956,0,6,Sep
1803,Kubernetes Deployment | Kubernetes Deployment Tutorial | Edureka | Kubernetes Rewind- 3,04-09-2021,5221,0,1,Sep
1804,Docker & Kubernetes Tutorial | Kubernetes Training | Edureka | Kubernetes Rewind - 2,03-09-2021,4904,0,1,Sep
